"docID","text"
1267298048897671168,"democrats crackdown peaceful protestors reopen businesses beach haircutbut dont ha"
1268017221269364736,"cameras wed fucked filmed cops save anymo"
1267977044492779520,"lot people rainbow umbrella meant"
1267617177693122560,"women rainbow symbol love inclusivity"
1267908173878312960,"im denimom denimalz anticipate arrival denikidz"
1268017030768230400,"fact south africa youth queued day youth month alcohol early day breaks heart"
1267647124201713664,"tonight trump administration makes clear governors put unlawfulness weak blue city mayors ple"
1267655945850687488,"study important evidence associating heart strain adverse outcomes hospitalized patients"
1266117674175795200,"shizuka jeskai colored kitsune fanwalker wanted show abs lt shes favourites mtg"
1267774990876700672,"spanks"
1268016375295066112,"explaining things basic humorous form reaches people helps understand"
1267310874810880000,"planning protest watch video hyram skincare mace andor"
1267645570455269376,"worrying latin america chile peru brazil covid"
1268001168644603904,"rainbow someones cloud"
1267910145733988352,"youre expanding anti racist knowledge book collection support black owned bookstores"
1267835097048166400,"missinggg helppppp"
1267612384497197056,"pride month temptation buy cool rainbow pattered stuff brands"
1267305102181896192,"blacklivesmatter stand"
1267940007370784768,"clean search rt replies exo exo rainbow exo exo talent exo art exo vocals exo suho exo lay exo sehun"
1266537116856733696,"amazing correspondent gas mask commented"
1267830242606899200,"hey hows enjoying zombie apocalypse riots"
1267903418724757504,"grandma dons inflatable unicorn suit hug grandsons tuesdaygoodnewsday eilp"
1267703559337816064,"news anchors unfortunate looters taking attention real issues"
1267309755514720256,"riots protests protests riots coronaviruspandemic lockeddown georgefloydprotests"
1267657084624965632,"cumulatively million deserving families categories ehsaasemergencycash withdrawn rs"
1266536608913862656,"wasnt cnn reporter arrested people maga hat wearers"
1267877596190121984,"bubble kind chose cops"
1267991621024399360,"popular demand jyotish live facebook event continues jobs career decoding career graph economy"
1267651813362171904,"elected official isnt calling amendment invoked playing politics ou"
1267935515317280768,"zombie movie dont forget spreading corona virus paris corona covid"
1267977922394152960,"rainbow doodles art digitalart artist digitalartist"
1268008541484351488,"celebrities handing money buy yall dictionaries"
1267300199270977536,"hides bunker hitler lies media enemy hitler claims op"
1268006426305323008,"correction busses manhattan bridge clear nycprotests"
1267627426986766336,"end sight zombie economy oped"
1267990942147018752,"special issue vetrepreneur focuses veteran business ownership including veteran business owners"
1267645078270435328,"coronavirus brought world screaming halt lockdown covid mobility dataviz"
1267648623434661888,"struggling access office payroll files process salaries covid lock"
1267939516368605184,"im delphine"
1267989517165707264,"amc evil unicorn"
1267286005159264256,"antifa trumpcrimefamily simple"
1267303469293191168,"yo bunkerboy trending imagine president bullied entire nation"
1267309240852643840,"whats happening capital city united states dcprotests protests"
1267600569528717312,"rainbow happy boi supporting gays"
1267788210836512768,"give changing hair braid shot bored"
1267593378520236032,"tijuana loyal viewers sharing incredible pictures dont forget follow social platf"
1267630643191730176,"comp het years left fuckiing lgbtq posts grouped"
1267304996741283840,"antifa terrorist organization white supermacist groups arent antifa isnt organization americ"
1267657002685251584,"deeply disturbed confluence factors taking disproportionate toll communities color covid"
1267853204894765056,"antifa isnt organization orange man bad biden overly affec"
1267418730469957632,"thursday june participating redeyes gaming day presenting business mission explaining beli"
1267622253577097216,"reading rainbow host cussing"
1267304590250323968,"goal today raised donated post donated"
1266537176449388544,"breaking cnn center"
1267986749071876096,"wanna hug rn youre"
1267709177000071168,"zanhe ninja unicorn rioters blocked guess hurt hope fans enjoying"
1267818153209290752,"nun young black kids london arm knives"
1267508589087854592,"president designated antifa terrorist organization rioting nations cities joe"
1266536590719025152,"cnn orchestrated knowing insurance money"
1267984304916893696,"fuck forget youre deadliest police force nation bullshit propaganda"
